Series Name,Series Code,Country Name,Country Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Qatar,QAT,113250000,251600000,295520000,623920000,624920000,1198970000,2500000000,3500000000,4700000000,3778626373.62637,8124736263.73626,4670329670.32967,938516483.516481,395879120.879119,-840384615.384617,1040384615.38462,1070879120.87912,773901098.901099,985989010.989011,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Romania,ROU,1041000000,1037000000,1157000000,1144000000,1844000000,6443000000,6498650462.86646,11006614841.8417,10103086514.314,13667824244.7472,4637684879.5434,3213737651.98388,2370097222.61814,3047569714.39734,3854819397.63757,3869197075.10542,4317731472.30633,6252035766.42823,5952909608.10492,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Russian Federation,RUS,3309430000,2678030000,2847300000,3473830000,7928630000,15402990000,15508050000,37594770000,55873680000,74782910000,36583100000,43167780000,55083630000,50587560000,69218890000,22031320000,6852970000,32538900000,28557440000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Rwanda,RWA,1725716.61029343,8319040.46630267,4634137.68483474,2610000,4700000,7700000,10500000,30643966.4749592,82283165.8616706,103346051.879478,118670000,250504802.92071,119105385.81,254963244.35,257642420.17,314742419.031826,223334652.84,266300000,293413074,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Samoa,WSM,2000000,-1206806.31458513,1414589.82645398,1599402.88958789,2724300.76280421,2480936.28437362,3763664.37138603,21927671.8857047,6821727.4387444,45899093.7937884,9868116.50800966,-1324579.31706406,8984743.31145687,13887918.6546546,13791695.1653077,22849692.3024683,26867532.3239141,2520673.51135781,9062247.69605818,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sao Tome and Principe,STP,3000000,3800000,3000000,3600000,3400000,3501000,15664000,38015839.45735,36028527.82392,79143388.7554088,15500000,50600000,32152348.5469533,22471527.027027,12162344.8222509,26489982.1283667,27924059.1401315,23331087.1205748,34208489.0333144,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Saudi Arabia,SAU,-778933333.333333,-1881066666.66667,19640000,-614133333.333333,-586506666.666667,-334320000,12106749694.2066,18317596795.7276,24333811514.1328,39455863929.3334,36457666666.6667,29232706666.6667,16308280000,12182373333.3333,8864693333.33334,8011786666.66667,8141026666.66667,7452533333.33333,1421300326.1162,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Senegal,SEN,153246927.111169,81440916.0563018,45044018.3994958,82304118.9258942,86305872.1811413,137336903.734652,167877437.153319,289582834.36016,350994490.149728,453902667.456333,330145120.797082,271827672.466167,338218819.351341,276175329.546192,311278273.709751,402561894.30899,408856548.16261,472033741.522537,532281342.41007,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Serbia,SRB,112000000,51780910.2634973,177440917.754651,490635734.788951,1466986594.1939,958469762.157531,1577035765.8061,4255703637.69136,4423927588.22792,4055646330.6429,2928877109.57179,1693330940.54225,4929898533.12575,1276100598.7023,2059702250.50905,1999520402.41831,2345152814.60351,2354734450.93215,2878817771.89091,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Seychelles,SYC,55216733.4778743,24326996.8409907,64740256.5069248,47717748.0672259,58425540.7263851,38014852.1,80729739.0909091,140555693.466973,175923646.509835,179825444.152505,168251661.935522,159795375,143240665.103455,613208776.273067,57289065.6229991,108355443.10197,105893597.203315,40854189.696835,124465535.704601,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sierra Leone,SLE,533201.78805506,39000824.5205234,9835742.02237572,10413409.4634409,8615049.66773898,61153314.1933298,90731669.7377149,58869143.9072179,95470171.3159828,53095074.1518604,110430202.517696,238404157.81146,950477688.972105,722447242.911546,429664519.922491,375089670.534774,252435829.4339,137965732.548646,560000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Singapore,SGP,16577945945.5207,15515295182.2255,17006874669.487,6157249991.39018,17051420152.8733,24390314129.1562,18090329984.2736,36923890240.8325,47733209770.1879,12200705251.93,23821209699.6153,55075864345.0414,49155657316.2946,56189355124.0645,64481738991.4489,69542638412.0595,70595384867.1649,74253027404.7331,63633434111.1936,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,71631284.9162011,85877094.972067,39659217.877095,32595530.726257,-48480446.9273743,13508379.8882682,47357541.8994413,47709497.2067039,27770949.7206704,41553072.6256983,32759776.5363128,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Slovak Republic,SVK,354306697.53396,2183119136.13344,1532584052.08438,4212437461.03101,969200518.933972,4060863687.22483,3924682009.20203,5696440445.51643,5059527853.23093,4641898697.34796,1519061242.38214,2117457352.34649,5426624042.50629,1776753940.66048,1003810308.8793,-362446778.78493,1519809127.16371,4741433269.24013,5921628927.20126,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Slovenia,SVN,106600000,135800000,501200000,1849800000,535600000,763100000,970800000,691588429.380085,1884932873.06309,1081080207.08929,-346269217.098625,319054952.651287,875544802.262048,33548087.6235344,103977238.573469,1019291464.99628,1729437645.21085,1446038182.98249,1081878507.50789,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Solomon Islands,SLB,9900495.5415044,2004350.29165426,-8617173.10745275,145800.744935118,-1009361.68105639,-2670173.38900422,548149.349449344,44307544.5596454,85983505.9852651,75177085.3799649,48583116.3415326,165920898.269923,120052792.508287,23881499.2959446,53434351.3773387,21022029.9741671,32222728.5635439,37343622.7695983,36565531.5264411,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Somalia,SOM,-810000,270000,40000,140000,-850000,-4790000,24000000,96000000,141000000,87000000,108000000,112000000,102000000,107330000,258000000,261000000,303000000,334000000,384000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Africa,ZAF,1503332454.41012,968831355.959091,7270344986.47681,1479804588.75226,783136092.25814,701422007.629778,6522098178.18051,623291744.343523,6586792253.1097,9885001293.44359,7624489973.8819,3693271715.48139,4139289122.68737,4626029122.40007,8232518815.62083,5791659020.09998,1521139945.30532,2215307020.39541,1371931599.82439,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,161000000,-793000000,1035825.73,150000,-7850000,1420000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Spain,ESP,18523395457.6575,40489477034.5051,28892264555.158,39409654769.4887,30740341152.6223,25176365229.154,26720350856.7511,32989821046.7456,73772822153.9755,79557788103.2098,13478740375.4966,41020054117.2815,31782139561.0739,24915158981.0555,52287690610.5803,34889756900.7872,25350485004.861,39776176760.1262,6203743186.31794,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sri Lanka,LKA,176410171.3141,172941409.8305,171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000,941116591.230408,932551317.582881,893628980.287065,679655644.244789,897049375.883533,1374894656.60811,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Kitts and Nevis,KNA,57737037.0370369,96214814.8148148,88230740.7407407,79771688.8888889,75612162.9629629,55771474.0740741,92994488.8888889,110415630.37037,134484438.148148,177906026.666667,130750839.259259,116268480,109632707.037037,92419222.2222222,110789970.37037,162888536.471331,120490678.318178,93770149.551983,50927262.20607,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Lucia,LCA,83151851.8518519,53748148.1481481,58807407.4074074,51935414.8148148,106425925.925926,76520285.1851852,78233429.6296296,233934733.333333,271891074.074074,161210706.296296,146397591.111111,121296972.592593,96416427.7777778,75759324.8148148,83515042.2222222,60105337.9861896,114384196.477899,129320457.24079,131028839.794488,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,St. Vincent and the Grenadines,VCT,56796296.2962963,37744444.4444444,21040370.3703704,34048225.9259259,55164448.1481481,65686166.6666666,40087314.8148148,109112344.444444,119406900,159243360,110221666.296296,97218108.8888889,85623860.3703704,115402246.296296,126735012.962963,120455129.402585,57643014.0685185,153076963.660275,98139608.3060755,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sudan,SDN,370800000,392200000,574000000,713180000,1349190000,1511070000,1561689996.89435,1841833814.08367,1504379838.38584,1653120315.475,1726298402.95145,2063730997.66213,1734376994.48388,2311460739.75953,1687884178.79722,1251280889.37784,1728373403.43067,1063767535.33587,1065298481.41867,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Suriname,SUR,-61500000,-148000000,-26800000,-73600000,-76100000,-37300000,27900000,-163400000,-246700000,-231400000,-93400000,-247700000,145288761.2,169442185.072793,186765030.570088,-59673138.0841934,183665852.69756,240882318.651266,158746081.491454,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Sweden,SWE,60626719353.7688,22817836820.944,18217810086.4861,18381645407.9827,6007683415.88431,16854649893.5474,20782686615.8207,22052656378.5991,46143507532.9675,41436553995.9454,8960871620.904,625102142.469445,6979353755.44351,4273531542.41649,1317032473.30956,-8624265062.02434,8706026818.98218,7910508206.46025,31530837271.9774,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Switzerland,CHE,12426006171.6209,23080879762.6769,9765012889.099,8258050580.17819,19721053893.3922,7102294152.72322,2664910821.00243,53760772986.3035,48688296542.6701,2990936685.10851,47658570354.7326,17670735602.9225,20764483834.5029,39943494321.6384,-24926465856.5786,21003091521.7734,115891596415.604,60477422917.2973,37863913626.3472,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Syrian Arab Republic,SYR,263000000,270000000,110000000,115000000,160000000,275000000,500000000,659000000,1241959115.11048,1465623386.27635,2569548271.53071,1469196863.48146,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tajikistan,TJK,6702900,23543300,9495400,36066400,31649700,272025100,54479300,338627400,359967400,375787400,15819400,79411810,161120270,239347550,125482830,309306960,426147890,240532377.20903,107268531.864191,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tanzania,TZA,516700641.7478,463400858.7823,549270351.46,395567134,318401298.68,442539548.35,935520591.71,403038991.36,581511806.98,1383260000,952630000,1813200000,1229361018.44368,1799646137.43448,2087261309.71598,1672550442.81909,1604581620.32199,1365387800.49588,1180210224.81628,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Thailand,THA,6102677671.18095,3365987582.5831,5067170388.09022,3341612007.23692,5232270340.19411,5860255942.60103,8215637195.30001,8917470351.2,8633903440.6,8561557724.60001,6411458544.60001,14746672919.6,2473685995.7,12899036061.2,15935960663.1,4975455660.2,8927579180.9,2810184390.1,8045508381.6,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Timor-Leste,TLS,..,..,..,942000,4519000,0,908000,8478084.46190102,8695061.68836722,39697970.7526887,47954750.66,30332806.77,49058168.54,40382443.85,55857105.62,33905491.522696,42995500,5478700,6715937.467148,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Togo,TGO,42554875.651692,52687148.9221853,72554169.3745172,57534689.6722267,45671000.8009452,79824366.0564042,95965416.4656432,91315553.9230547,62324369.4018094,50687212.1712282,46118873.8986581,124942198.617536,727757280.602829,121518516.132142,183547067.295593,53948489.715857,257756356.318646,-46276895.8499758,145590758.618594,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tonga,TON,958145.9919,9212396.92920102,7628663.05325466,4692076.76784242,182273.330595786,5533664.04017914,6005489.53244257,10987468.9682818,17583867.2029788,21517757.3452398,247006.485014144,4661006.00282213,7641551.95808181,-841513.978316334,6269513.29007397,13241447.4869655,12546868.5796588,5724624.57680544,-5613753.35828908,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Trinidad and Tobago,TTO,643300000,679500035.953542,834900044.583722,1007800000,808300000,998100000,939700000,882700000,830000000,2800800000,709100000,549400000,41047454.4570203,-1904347709.87907,-1129966025.63165,661450871.055283,176829710.368342,-23598182.3806771,-422390129.007641,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tunisia,TUN,349849311.892769,750720443.574373,451514809.247852,790302916.627591,539481939.009799,592147521.678621,712714847.262544,3239909092.61659,1515345043.99628,2600674976.49756,1525244857.52902,1334497694.56476,432666011.578487,1554269128.7808,1058622582.18395,1024754443.57725,970521888.740203,622569482.161979,809696518.800955,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turkey,TUR,783000000,982000000,3352000000,1082000000,1702000000,2785000000,10031000000,20185000000,22047000000,19851000000,8585000000,9099000000,16182000000,13744000000,13563000000,13119000000,18002000000,13343000000,10886000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turkmenistan,TKM,125000000,131000000,170000000,276000000,226000000,353700000,418200000,730900000,856000000,1277000000,4553000000,3632300000,3391067000,3129614736.84211,2861420712,3830130568,3042968465,2243160000,2313501677,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-69294000,-83617000,14644000,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Tuvalu,TUV,..,..,-9309.81914383283,-9779.61900234303,-10973.3734638277,-11696.8345342259,-11417.1946991412,-10582.6523719546,-11053.9506207364,1687799.95633287,1751074.67213385,455233.534004271,-119087.670246489,1325042.53066614,336811.546479117,300000,300000,300000,300000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uganda,UGA,140200000,160700000,151496150.651927,184648059.1975,202192593.6185,295416479.800692,379808340.667061,644262499.9,792305780.891244,728860900.652408,841570802.7,543872727.272728,894293858,1205388487.79374,1096000000,1058564540.34685,737652140.151428,625704361.867068,699499135.724381,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ukraine,UKR,496000000,595000000,792000000,693000000,1424000000,1715000000,7808000000,5604000000,10193000000,10700000000,4769000000,6451000000,7207000000,8175000000,4509000000,847000000,3050000000,3441000000,2827000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United Arab Emirates,ARE,-985340000,-506330000,1183840000,95300000,4255956432.94758,10003500000,10899931926.4806,12805990469.7073,14186521443.1586,5062972004.83618,1134288135.283,8796769640.51645,7152095825.66185,9566651351.08717,9764914527.33206,11071537020.0801,8550901846.58539,9604773257.42337,10354223433.2425,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United Kingdom,GBR,89337010344.9947,164130335444.123,56090924808.7938,89760582753.2235,36011240472.8341,87059621382.2839,252653397148.111,203636431868.244,209514959646.908,253454117907.322,14547108445.0914,66734551294.0913,27012050072.3452,46750789727.7264,54473175400.2415,58890445252.714,45333483122.0899,265810566654.786,64685400972.5964,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,United States,USA,289443000000,350066000000,171471000000,109466000000,117106000000,213641000000,142344000000,298463000000,346613000000,341092000000,161083000000,264039000000,263497000000,250345000000,288131000000,251856000000,509087000000,494457000000,354828000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uruguay,URY,235300000,262825000,310402928.186631,179852187.798716,402717369.251734,352712784.345572,826626704.297553,1508350268.54176,1358736505.93224,2141969341.14865,1602591812.77207,2191067966.51532,2690094196.66277,6043903328.81385,755137044.464692,3830457447.6631,2432624407.13237,-384054159.234304,-878316311.193739,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Uzbekistan,UZB,121200000,74700000,82800000,65300000,82600000,176600000,191600000,173800000,705200000,711300000,842000000,1636448861,1635145000,563040469.713092,634701276,757358400,66489280,133386312,95766288,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Vanuatu,VUT,13403366.6167586,20256089.6407317,18004322.0771219,14162544.8083713,18010732.3935714,19840843.5043493,13251642.41,43447011.63,34155234.68,37694497.4912751,32140846.43,63109398.8219535,61117730.8986635,60388540.2101008,59379212.8028741,13266163.5152466,31021245.7737035,21627103.0191288,24704497.2922063,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Venezuela, RB",VEN,2890000000,4703000000,3704000000,761000000,1573000000,1489000000,2450000000,198000000,4358000000,2083000000,-1137000000,1583000000,5855000000,4986000000,2145000000,1135000000,2956000000,1587000000,-68000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Vietnam,VNM,1412000000,1298000000,1300000000,1400000000,1450000000,1610000000,1954000000,2400000000,6700000000,9579000000,7600000000,8000000000,7430000000,8368000000,8900000000,9200000000,11800000000,12600000000,14100000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,West Bank and Gaza,PSE,188631781.969895,62005481.8276937,19176400.668,9440000,12872000,20520000,36242000,18587960,19596000,51508000,300468000,179941047.792492,238840690.55525,62985366.1058956,189560177.039613,159711665.338643,104937726.65803,296473530.843925,203376299.06288,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Yemen, Rep.",YEM,-307600000,6399511.23,155140748.129441,114301962.19,-89106971.95,143578198.542096,-302056736.757507,1120970000,917300000,1554630000,129200000,188641795.777669,-517842928.476895,-14239188.3601923,-133570895.625639,-233104668.580815,-15444808.3545508,-561000000,-269850000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Zambia,ZMB,162000000,121700000,145000000,298390000,347000000,364040000,356940000,615790000,1323900000,938620000,694800000,1729300000,1108500000,1731500000,2099800000,1507800000,1582666666.66667,662813935.420472,865903085.18835,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Zimbabwe,ZWE,59000000,23200000,3800000,25900000,3800000,8700000,102800000,40000000,68900000,51600000,105000000,122586666.666667,344300000,349850000,373050000,472800000,399200000,343013813.38,247187738.788,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Arab World,ARB,1180110166.38425,3634677446.34353,6218877915.50486,5758421599.58327,14595438979.3745,21263905250.5436,46007410075.1831,69410959612.5606,81832690758.3696,88751293579.6057,76654441611.7901,70001307552.7893,44063839738.842,50079904473.6826,48725814092.9364,46050937675.1072,37104037008.9551,39650566431.6253,30094653584.0783,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Caribbean small states,CSS,1680714125.92593,1603241724.90725,1965089748.26541,1923471097.24861,2203487732.3948,2292694846.97475,3132557853.95562,3749473256.04743,3914059457.58788,6464389874.06011,3108814128.45883,2838948468.52325,2169172893.90132,581473803.699081,816454253.54811,2866185993.00724,2189776814.58921,2106220675.91503,2243618284.06718,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Central Europe and the Baltics,CEB,21802591795.0186,23604710222.9746,21573196197.0886,26454689842.5335,20393078947.1403,42935817866.0435,55346683359.979,81836113308.7186,153404400916.012,138491242396.178,31086568826.1025,20440202550.1166,49530628452.0528,38963514772.5556,15065850617.2448,53555799044.0139,22677378175.1534,116279836256.957,27462019693.3874,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Early-demographic dividend,EAR,59198870261.391,51385453423.7503,59921009807.7291,51164472788.0127,42973580827.5353,63504590884.0068,111550002651.378,152967571848.669,196451773305.506,237911197962.502,170373566727.908,176900318780.43,193600185179.406,181184807629.399,215409027738.77,188898057578.024,218529833381.504,193312112571.912,211924167063.183,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific,EAS,120588296452.391,174697200321.913,127669016973.71,112876647110.263,126788122897.325,198735938281.737,187817001061.774,285602978864.732,396409561782.742,385572351641.912,287730296176.442,496969394335.84,560586343975.262,517730313145.995,590850500571.806,632002236218.703,616477347729.831,530862305881.579,512461809596.853,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific (excluding high income),EAP,50388416421.6774,48210165805.8382,52533065339.1794,63294753312.8157,68498234566.5391,83281375497.7505,129274995608.495,152272967069.179,193449497953.47,211360293331.282,155829174407.587,298626131579.866,337052349877.192,304719782110.174,361767837410.261,329521491474.798,306306693297.118,219323655150.064,242226384162.684,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,East Asia & Pacific (IDA & IBRD countries),TEA,50409446421.6774,48202287453.0716,52551326482.4435,63291132828.7201,68499409812.9772,83223678781.72,129284910602.764,152542323324.818,193432981192.611,211192668987.989,155819175278.593,298609352823.981,336941625004.222,304513663236.495,361667217520.098,329478815590.183,306259213455.265,219333336016.884,242198473434.574,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Euro area,EMU,199513278823.198,466002140023.937,232227303365.51,253456166489.901,269354188279.323,270006235401.62,633807317833.125,817611927830.64,1287373944236.25,652473884498.783,389858595296.815,508407362170.163,764489335582.839,645738153447.451,548350143740.053,318795203296.919,566829420552.483,500022476050.187,489771570091.587,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia,ECS,413155605895.437,748984292512.905,359089380854.751,409040103237.313,374057805570.715,441171507999.562,1005626214322.14,1246199548378.04,1860887242814.26,1233998060939.94,586087958684.039,692369170901.472,999840901375.33,882974842623.16,701162440072.133,508820894428.37,811340900223.559,1007484203131.02,692754686234.564,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia (excluding high income),ECA,9947467606.04402,9061234014.82335,14216733364.3061,13974349053.2235,24770371171.2628,44402534382.1832,56158702754.8249,104887111819.747,144871593176.538,166737330437.128,91423747583.2981,88290971467.6079,121283396664.725,107466323200.638,118708926198.657,66732088946.0627,58701719779.7824,89726218596.5441,69482839333.0067,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Europe & Central Asia (IDA & IBRD countries),TEC,18669853884.1173,19453015269.548,20877901427.3253,19019100480.4765,31967595146.2367,59563619904.1527,68994020374.9521,129659149911.444,174469970535.398,186499175245.932,108647562620.466,108110079795.726,141185996924.208,116289423245.166,120441235958.243,90467946682.7901,73925688517.3983,109911540244.468,82196299463.7421,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,European Union,EUU,386527371951.209,709128686982.001,334153080128.324,385262546463.694,329874736169.273,400754542388.052,965758051453.219,1115150116987.23,1692865547307.04,1077110555267.53,445200260967.145,578109225902.406,851111057898.81,714123517424.891,615982314930.021,425312396239.9,641053557941.474,889317271070.166,604920211148.903,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Fragile and conflict affected situations,FCS,2709583467.0059,3088812424.75695,3996996969.48221,4611762875.31604,8399324310.17977,6867749078.60335,8593589791.35318,12683513978.0485,19253310580.7923,23030698129.1,18607422408.4204,22581849756.6431,19955999733.0671,25253431593.4534,27305564426.9373,22369120886.1706,25177858888.9262,14084636409.5749,10929506681.4134,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Heavily indebted poor countries (HIPC),HPC,5226379408.06105,4053000500.04226,4674257275.35392,5861512037.01303,6836152449.28634,7082357643.00105,8120909220.50863,10331562498.438,14869227949.7023,19414474628.6689,15630133484.2152,23819010223.9838,28509507817.4165,32548370666.3127,35061527622.7609,29641629550.6301,30280485974.3575,24806458750.9654,26443181477.77,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,High income,HIC,833275921109.176,1325047041967.78,639510980469.366,592219884414.375,556331093060.861,802275988353.985,1249851367203.97,1773176664342.32,2570694663290.01,1841386608450.61,949183886769.44,1252793224032.45,1568229427181.95,1467054565306.15,1399329133649.83,1195743705093.62,1782811970085.44,1898294875370.93,1412229940048.43,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IBRD only,IBD,164186629357.474,156850128171.316,164708654034.174,154307544874.291,164556101838.334,228762142584.897,306841873099.181,406431284118.715,558898009041.256,630338343381.625,426392219781.171,620694990232.139,730410023235.936,660435235780.29,719535619719.037,679522400353.651,635526488181.158,561803313385.097,524346961055.293,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA & IBRD total,IBT,171724878655.259,163481428781.701,171792218570.923,163279488183.503,175574940249.136,241491444742.72,325371723511.37,431381479332.249,594856736837.441,674185860104.11,462481104620.306,663493254010.125,784027855190.423,714129027498.048,773386030614.408,727016911268.694,684489504400.903,600961373943.854,571574709964.254,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA blend,IDB,2909344781.40162,2176819446.25714,1887847197.98793,3877333642.96452,3901862430.11317,3954513385.61174,9242920281.96678,12053268638.9049,16533004887.0529,18756168890.394,15759738566.4189,14497893105.7734,19547179754.9878,15553795636.1773,14215838538.823,13330286135.0766,11802887077.5077,4965140577.8195,11229957578.5536,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,IDA only,IDX,4628904516.38358,4454481164.12797,5195717338.76144,5094609666.24738,7116975980.68908,8774788772.21137,9286930130.22248,12896926574.6294,19425722909.1323,25091347832.0916,20329146272.7156,28300370672.2119,34070652199.4993,38139996081.5798,39634572356.5482,34164224779.9656,37160129142.238,34192919980.9375,35997791330.4074,..
